Model,Train Acc,Test Acc,Precision,Recall,F1,AUC-ROC,Fit Time (s)
DistilBERT (fine-tuned),N/A,0.9901056142301279,0.8463949843260188,0.8709677419354839,0.8585055643879174,0.9927357141530633,821.7359037399292
